track_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,year_released,album,album_id,artist_id,artist,genres_top,genres_all_id,track,duration,genres_all
193,0.9140388753,0.6406010435,0.1640712523,0.7605621934,0.2583990328,0.0992103212,49.831,0.190789711,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],Here With You,254,['Folk']
194,0.9929059493,0.4947301766,0.2003375585,0.618086852,0.0864499383,0.0389377953,103.779,0.2532444151,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],All I want to Do,192,['Folk']
195,0.9894955507,0.4939894562,0.1845083868,0.9684166432,0.1165945871,0.0423415399,50.168,0.2670295163,2009.0,What I Know,85,127,Ed Askew,Folk,[17],I Remember You,339,['Folk']
196,0.9954594975,0.3700605051,0.1467337752,0.9728133564,0.1178278324,0.0357200319,107.346,0.1360601183,2009.0,What I Know,85,127,Ed Askew,Folk,[17],Bright Mr Brother,170,['Folk']
197,0.983585184,0.6026565649,0.0070436969,0.7917134418,0.0800219127,0.4211134428,128.698,0.7700094571,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],Piano 2,68,['Folk']
198,0.9947583569,0.4444766366,0.2542024555,0.9073222684,0.1381990807,0.0326918427,107.605,0.1920340768,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],It Breaks My Heart,269,['Folk']
199,0.837046224,0.6526869632,0.2081522129,0.9139808956,0.0981069079,0.0445847109,86.536,0.3477647197,2009.0,What I Know,85,127,Ed Askew,Folk,[17],Rimbaud,263,['Folk']
200,0.9601916036,0.2159259286,0.2951264558,0.8029777144,0.1700761208,0.0378251053,200.391,0.3677399293,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],Baby Come Home,194,['Folk']
201,0.9918128928,0.461854871,0.5437512413,0.964922262,0.137006432,0.0256877097,93.945,0.7586315482,2009.0,What I Know,85,127,Ed Askew,Folk,[17],Big City,210,['Folk']
202,0.9948479146,0.5716589366,0.2114205223,0.9688926849,0.1201000045,0.0354200879,111.007,0.1926132843,2009.0,What I Know,85,127,Ed Askew,Folk,[17],Palomino,258,['Folk']
203,0.9927647775,0.5889867604,0.1379182946,0.0873760557,0.0957687898,0.0584639744,122.31,0.6310426834,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],Song For R,195,['Folk']
204,0.9767540277,0.4134284125,0.2261673577,0.2648709939,0.1450636575,0.0394289715,105.012,0.2535385321,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],My Dream,324,['Folk']
205,0.9955932412,0.2908936588,0.1339981544,0.965615896,0.1017310561,0.0322284321,103.425,0.1260668531,2009.0,What I Know,85,127,Ed Askew,Folk,[17],What Crow Saw,244,['Folk']
206,0.9956487221,0.4031290025,0.2098922735,0.9728700043,0.128509764,0.0380096668,119.073,0.9296188952,2009.0,What I Know,85,127,Ed Askew,Folk,[17],Bella Crane,141,['Folk']
207,0.9872581156,0.6337333928,0.0089874678,0.91008157,0.1079745759,0.2486733219,49.581,0.7088659407,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],Piano 3,96,['Folk']
208,0.9857274225,0.4165116076,0.3633095777,0.7833436078,0.2084982689,0.0331775203,110.579,0.218290722,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],Safe Harbor,273,['Folk']
209,0.9952728476,0.4806609025,0.5754643724,0.8969551174,0.3691566896,0.080061934,96.053,0.2229531438,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],Safe Harbor,328,['Folk']
210,0.9895332895,0.4301895798,0.2270358594,0.5246838508,0.1058152942,0.0344977278,96.845,0.2727912235,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],In the French Court,184,['Folk']
211,0.9911357831,0.6055538261,0.1730043357,0.8060266737,0.1652396741,0.0298381006,95.105,0.1546003066,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],In America,247,['Folk']
212,0.8440504744,0.6687378163,0.3569577601,0.0298648372,0.6185204718,0.0289271098,100.117,0.3488174034,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],When I Arive,230,['Folk']
213,0.933741035,0.3127198225,0.3409990466,0.9192423237,0.0829758431,0.032745236,142.499,0.0430538151,2007.0,Au,86,66,Au,Pop,[10],Boute,247,['Pop']
226,0.1325832964,0.5411565335,0.7572551846,0.8826174388,0.0994326594,0.0292159697,144.808,0.7335055159,2006.0,Bad News Bats,88,68,Bad News Bats,Rock,"[25, 12]",W.T.M.,231,"['Punk', 'Rock']"
228,0.0167591241,0.3619554496,0.8723790415,0.922775365,0.15177309,0.03860093,146.546,0.5326324643,2006.0,Bad News Bats,88,68,Bad News Bats,Rock,"[25, 12]",Don't Run With Pizzas,218,"['Punk', 'Rock']"
236,0.2300126484,0.8489183547,0.4449207172,0.8200668647,0.1626059387,0.1017437726,120.095,0.8463134804,,Bersa Discos #8,93,73,Banana Clipz,Electronic,"[2, 92, 15]","Push Am (Left, Right)",309,"['International', 'African', 'Electronic']"
237,0.9683181687,0.3062691187,0.5410397893,0.9562061822,0.0887635206,0.1182327158,130.996,0.039938682,2003.0,6,94,74,Barnacled,Jazz,[4],Garbage and (Garbage and Fire),450,['Jazz']
238,0.9761979688,0.245786029,0.2869405462,0.9614360163,0.1162166007,0.0487983354,81.869,0.1175977314,2003.0,6,94,74,Barnacled,Jazz,[4],France Attacks,821,['Jazz']
247,0.9933968022,0.4419715548,0.4848943949,0.938292699,0.0928928461,0.0449218687,133.196,0.6382050743,2009.0,On Opaque Things,100,80,Bird Names,Rock,[12],A New Map for Kissing,146,['Rock']
249,0.9797552518,0.3717837511,0.5234081405,0.9688381615,0.1094469618,0.0703791312,168.606,0.3771696974,2009.0,On Opaque Things,100,80,Bird Names,Rock,[12],The Indefinite Time Yet to Come,125,['Rock']
252,0.9931880002,0.7101448519,0.2506732431,0.9463424718,0.1059124645,0.0364616413,111.228,0.4905165083,2009.0,On Opaque Things,100,80,Bird Names,Rock,[12],It's Becoming a Stranger,173,['Rock']
255,0.9873281737,0.7035909913,0.4357120518,0.9017230301,0.1137581203,0.0676240084,122.811,0.9108207732,2009.0,On Opaque Things,100,80,Bird Names,Rock,[12],We Want to be Old,182,['Rock']
256,0.4302465419,0.2620499343,0.9720856699,0.8966929619,0.4073435898,0.151244955,118.281,0.0617962599,2009.0,Black Elk,102,81,Black Elk,Rock,"[12, 31]",Toggle,202,"['Rock', 'Metal']"
257,0.3570855747,0.1893451584,0.9397064969,0.9456612187,0.1468501128,0.0640669936,83.959,0.2022597185,2009.0,Black Elk,102,81,Black Elk,Rock,"[12, 31]",My Lil',146,"['Rock', 'Metal']"
258,0.0614753069,0.2876325615,0.9386526141,0.8752996372,0.1165203541,0.0906159476,119.803,0.1425962452,2009.0,Black Elk,102,81,Black Elk,Rock,"[12, 31]",Eyebone,384,"['Rock', 'Metal']"
303,0.9229070257,0.4408680304,0.2434517278,0.8597139689,0.1147383417,0.3378157945,129.598,0.5770688544,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Splish spladdy,136,"['Post-Punk', 'Rock', 'Punk']"
304,0.8656867699,0.2788749499,0.0669245556,0.9149633131,0.1115463316,0.0341102691,143.114,0.074577945,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Woo You,191,"['Post-Punk', 'Rock', 'Punk']"
305,0.7642476101,0.7331117168,0.0794868304,0.9354613429,0.111640631,0.042528775,108.131,0.1079464553,1981.0,Gold Collection,110,84,Blah Blah Blah,Rock,"[89, 12, 25]",Disney on Ice,159,"['Post-Punk', 'Rock', 'Punk']"
306,0.9679604945,0.3043261534,0.3425785835,0.7606700274,0.111136368,0.0444210503,142.342,0.0985764972,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",The Prime Four,129,"['Post-Punk', 'Rock', 'Punk']"
307,0.7737696606,0.5520261656,0.2513276736,0.5689758335,0.1107430793,0.0506325527,117.247,0.3569842466,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Out on the farm,205,"['Post-Punk', 'Rock', 'Punk']"
308,0.881460625,0.4743341489,0.0350171505,0.9309336375,0.1047437663,0.0337121522,92.951,0.3192393982,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",The Hotel,186,"['Post-Punk', 'Rock', 'Punk']"
309,0.3354814295,0.3902630916,0.0210673625,0.9375081467,0.0890456969,0.0414906452,60.382,0.0399321212,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Where are all the people,229,"['Post-Punk', 'Rock', 'Punk']"
310,0.8079393952,0.5854778619,0.4245642816,0.8904640175,0.110307525,0.0391659925,142.579,0.2051829532,1981.0,Gold Collection,110,84,Blah Blah Blah,Rock,"[89, 12, 25]",Going Down to Soho,146,"['Post-Punk', 'Rock', 'Punk']"
311,0.5666584153,0.6690948047,0.0575404526,0.1213279874,0.1062701681,0.0513554685,188.94,0.6943441968,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Tropical Holiday Time,205,"['Post-Punk', 'Rock', 'Punk']"
312,0.9903200573,0.3620137829,0.4860880871,0.8482693407,0.0939208446,0.5671853131,91.32,0.3769774443,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Tropical Sheep,199,"['Post-Punk', 'Rock', 'Punk']"
313,0.97720379,0.7488810231,0.1312602862,0.7658816688,0.1123659877,0.1340369193,101.106,0.5215820055,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Think Things Of You,142,"['Post-Punk', 'Rock', 'Punk']"
314,0.0781233043,0.7247998644,0.4309547519,0.0164872769,0.0708293033,0.0328616557,89.032,0.8506392186,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Daisey Chains,166,"['Post-Punk', 'Rock', 'Punk']"
315,0.4764016998,0.4430167134,0.1683930193,0.9096679701,0.1500001484,0.0564209944,107.08,0.5096621292,1981.0,Gold Collection,110,84,Blah Blah Blah,Rock,"[89, 12, 25]",Interference,280,"['Post-Punk', 'Rock', 'Punk']"
316,0.7971096734,0.4839170861,0.061000622,0.5976705772,0.1103475714,0.1910664132,103.859,0.2525714531,1981.0,Gold Collection,110,84,Blah Blah Blah,Rock,"[89, 12, 25]",Itching in my pants,87,"['Post-Punk', 'Rock', 'Punk']"
317,0.968785317,0.3987545091,0.3337205089,0.9306147173,0.2772027491,0.0400438008,112.977,0.2408233784,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Very Nice,198,"['Post-Punk', 'Rock', 'Punk']"
318,0.6051765354,0.452892782,0.259907492,0.9652117881,0.0993548237,0.075779772,78.172,0.517176346,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",1-2-3-4,41,"['Post-Punk', 'Rock', 'Punk']"
319,0.890498485,0.3164130813,0.0596131071,0.9133028781,0.1088080258,0.0387785138,133.934,0.1224173219,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Complete Shakespeare,156,"['Post-Punk', 'Rock', 'Punk']"
320,0.8644036436,0.6928453265,0.1165388521,0.7517062673,0.1070393409,0.1236913826,126.665,0.3398685308,1981.0,Gold Collection,110,84,Blah Blah Blah,Rock,"[89, 12, 25]",The Natives are Restless,316,"['Post-Punk', 'Rock', 'Punk']"
321,0.897593404,0.2547157554,0.2716163948,0.9586166184,0.0804039563,0.0325248017,147.547,0.1783694552,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Heart Attack,273,"['Post-Punk', 'Rock', 'Punk']"
322,0.8004765473,0.4342176429,0.183197095,0.9392859408,0.1225038362,0.0787960323,143.529,0.146380735,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Shopping Bag,110,"['Post-Punk', 'Rock', 'Punk']"
323,0.9738249915,0.3350584873,0.1258033776,0.9223461572,0.1105173637,0.0335835578,73.895,0.1438152772,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Crocodile Song,237,"['Post-Punk', 'Rock', 'Punk']"
324,0.9672503126,0.5768811269,0.3434554245,0.9634766727,0.112806981,0.1054277397,111.988,0.4347772115,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",I just don't know,120,"['Post-Punk', 'Rock', 'Punk']"
325,0.9279495207,0.517065201,0.1289927395,0.9014819652,0.240380101,0.3963329322,114.819,0.4842236604,1981.0,Gold Collection,110,84,Blah Blah Blah,Rock,"[89, 12, 25]",Liquidizing Chickens,199,"['Post-Punk', 'Rock', 'Punk']"
326,0.9333321724,0.6141929632,0.7112310951,0.8447467308,0.1543999131,0.5798972039,197.924,0.3809198059,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Burn,105,"['Post-Punk', 'Rock', 'Punk']"
327,0.9281708889,0.5530911896,0.3039368772,0.9542303232,0.1107517419,0.1074009854,110.039,0.6163680635,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Hands Beckoning,259,"['Post-Punk', 'Rock', 'Punk']"
328,0.2975406462,0.6249534283,0.1768836222,0.8158711569,0.0928226301,0.0551486222,114.858,0.5036354927,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Central Park,236,"['Post-Punk', 'Rock', 'Punk']"
331,0.8494241895,0.6947840274,0.2547169323,0.9581455137,0.1119720283,0.1139688424,85.471,0.5949017447,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Weatherman,214,"['Post-Punk', 'Rock', 'Punk']"
332,0.9936330021,0.47495815,0.5908228338,0.90078984,0.1396605534,0.2288491592,101.637,0.2812481638,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",39th floor Club,174,"['Post-Punk', 'Rock', 'Punk']"
333,0.955110164,0.5169835966,0.1136564697,1.284e-06,0.2087050381,0.7131848769,92.49,0.3895606555,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Blah intro,96,"['Post-Punk', 'Rock', 'Punk']"
334,0.9452163221,0.214346058,0.6419754173,0.9660182998,0.1110564782,0.0497727984,149.17,0.1870659257,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Blahpunk,275,"['Post-Punk', 'Rock', 'Punk']"
335,0.7657886575,0.6351690515,0.2122345242,0.8605564634,0.0854054974,0.0378685886,111.807,0.3782501032,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Bored,188,"['Post-Punk', 'Rock', 'Punk']"
336,0.9363693247,0.5618753923,0.1422503769,0.5554748149,0.1115121356,0.0772406843,124.808,0.4708601967,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Breeder,204,"['Post-Punk', 'Rock', 'Punk']"
337,0.8674526408,0.4619187079,0.4142781931,0.0148394587,0.2625170305,0.0957348647,87.092,0.6857585992,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Brian's Garage,271,"['Post-Punk', 'Rock', 'Punk']"
338,0.9845692599,0.4600573448,0.0436136523,0.2380050133,0.1029931791,0.0397912552,118.805,0.3161046811,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Cabages in the sunset,88,"['Post-Punk', 'Rock', 'Punk']"
339,0.9904914909,0.452569356,0.0983624348,0.5763007833,0.116476751,0.0646204003,126.267,0.6096973499,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Chimpanzees disease,110,"['Post-Punk', 'Rock', 'Punk']"
340,0.9479957866,0.6014608135,0.1412970819,0.9124040106,0.1091576349,0.0416562971,147.178,0.4837947392,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Circles in London,142,"['Post-Punk', 'Rock', 'Punk']"
341,0.977281533,0.4688077411,0.134975265,0.687699751,0.1053807374,0.0731240339,119.646,0.4307074319,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Count Dracula's castle,84,"['Post-Punk', 'Rock', 'Punk']"
342,0.0208577087,0.1445689726,0.1010612372,0.3337912314,0.1429945491,0.0413287533,159.15,0.2377565571,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Crash,55,"['Post-Punk', 'Rock', 'Punk']"
343,0.5486661313,0.4570068421,0.181635435,8.0627e-06,0.1303319789,0.1121453638,124.648,0.2591472334,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Cybernetics,66,"['Post-Punk', 'Rock', 'Punk']"
344,0.9767103587,0.5361508955,0.3306331562,0.8677543965,0.1192332245,0.2321736147,127.505,0.38016437,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Denver,115,"['Post-Punk', 'Rock', 'Punk']"
345,0.9323145921,0.3408658801,0.2070934767,0.9274021819,0.1114197921,0.1779467526,82.642,0.4443500783,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Ding dang (skat),202,"['Post-Punk', 'Rock', 'Punk']"
346,0.9467052253,0.7303981651,0.0648847155,0.9449288108,0.1110939217,0.0580812118,117.636,0.5947765795,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Disco Ghoul,158,"['Post-Punk', 'Rock', 'Punk']"
347,0.7346685396,0.724324644,0.3483298215,0.9583185193,0.1216797671,0.4130827657,134.024,0.9299178603,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Down in the pits again,150,"['Post-Punk', 'Rock', 'Punk']"
348,0.0030567422,0.446686367,0.2906038763,0.8116355995,0.0671584089,0.0472485617,120.348,0.0392282186,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Excretia,165,"['Post-Punk', 'Rock', 'Punk']"
350,0.9896635152,0.463938455,0.3636116429,0.9190113762,0.1187396411,0.0376218451,99.384,0.5910034847,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Gotta Go,101,"['Post-Punk', 'Rock', 'Punk']"
351,0.8591577208,0.8280920198,0.0893881921,0.9278832236,0.1089462728,0.4172201908,126.787,0.6803529479,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Hippopotamus,249,"['Post-Punk', 'Rock', 'Punk']"
352,0.9901322166,0.5298784857,0.1981746414,0.949358547,0.1336387826,0.0256587222,61.177,0.4432219238,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",In Arabia,165,"['Post-Punk', 'Rock', 'Punk']"
353,0.982075791,0.7846954695,0.1128294064,0.388359648,0.1124419663,0.0780008377,126.286,0.7290402207,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",In my Grandfather's Clock,149,"['Post-Punk', 'Rock', 'Punk']"
354,0.7304257192,0.5203051614,0.2158911099,0.9417111339,0.1027320959,0.0442779197,117.668,0.0717997906,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Julie Andrews,60,"['Post-Punk', 'Rock', 'Punk']"
355,0.9901624362,0.3432189622,0.1278642817,0.8644878952,0.10830037,0.0394545165,79.375,0.6430452577,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Just you wait and see,144,"['Post-Punk', 'Rock', 'Punk']"
356,0.3121697855,0.6449468693,0.1866121693,0.8554915947,0.3843382802,0.1586232738,120.084,0.2976449072,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Little White Boxes,225,"['Post-Punk', 'Rock', 'Punk']"
359,0.9623766649,0.587843295,0.0362375233,0.9291134343,0.1114325926,0.1315215171,64.801,0.4128102957,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",My Room,178,"['Post-Punk', 'Rock', 'Punk']"
